ID;Usia;Jenis_Kelamin;Status_Pernikahan;Pendidikan;Jumlah_Anak;Wilayah;Jenis_Pekerjaan;Lama_Bekerja_Tahun;Pendapatan_Bulanan;Pengeluaran_Bulanan;Nilai_Aset;Hutang_Existing;Kepemilikan_Rumah;Riwayat_Kredit;Skor_Kesehatan_Keuangan;Jumlah_Rekening;Tujuan_Pinjaman;Jumlah_Pinjaman;Tenor_Bulan;Layak_Kredit
639;57;Perempuan;Menikah;D3;2;NTT/NTB;Swasta;15;12776157;6791157;428996461;86396331;Milik Sendiri;Baik;837;4;Modal Usaha;25833122;60;Layak
640;25;Laki-laki;Menikah;SMA;3;Sumatera;Swasta;10;9742562;5389247;305441134;124437393;Milik Sendiri;Baik;597;3;Investasi;182761825;48;Layak
641;33;Perempuan;Lajang;SMA;4;Sumatera;Wirausaha;19;9269993;7888840;691229354;127634132;Milik Sendiri;Buruk;657;4;Modal Usaha;56540465;48;Layak
642;59;Laki-laki;Lajang;SMA;4;Bali;PNS;18;10853702;4112696;137887104;7300485;Sewa;Baik;486;2;Modal Usaha;28135182;12;Layak
643;43;Perempuan;Lajang;S2;5;Jawa;Wirausaha;20;12140215;8535050;404727373;77771179;Kontrak;Baik;846;1;Investasi;145605918;84;Layak
644;44;LAKI-LAKI;Lajang;SMA;0;Sumatera;Tidak Bekerja;;418671;500000;698905709;93877469;Milik Sendiri;Buruk;385;5;Modal Usaha;161437716;48;Tidak Layak
645;24;L;Menikah;S1;0;Kalimantan;Swasta;2;6404640;6541301;186751921;;Sewa;Tidak Ada Riwayat;797;2;Pendidikan;7386873;36;Tidak Layak
646;56;Laki-laki;Duda/Janda;S1;4;Jawa;Swasta;11;1888431;1388744;399486409;91713186;Milik Sendiri;Baik;790;1;Kesehatan;112299088;60;Layak
647;56;LAKI-LAKI;Menikah;SMA;0;Jawa;Swasta;25;9372724;5509678;467911736;12570653;Menumpang;Cukup;515;2;Renovasi Rumah;23024678;36;Layak
648;46;Perempuan;Duda/Janda;S1;5;Kalimantan;Swasta;21;;18213013;12194943;149590308;Kontrak;Tidak Ada Riwayat;534;2;Pendidikan;8111199;48;Tidak Layak
649;24;Perempuan;Menikah;SMA;2;Kalimantan;PNS;6;7048641;3763355;72220170;20655885;Milik Sendiri;Baik;455;5;Investasi;93795197;36;Layak
650;40;Perempuan;Lajang;S1;1;Jawa;Swasta;7;8756676;7205752;98917152;97451515;Milik Sendiri;Baik;771;2;Modal Usaha;145598123;24;Layak
651;44;Laki-laki;Menikah;SMA;0;Jawa;Swasta;27;15862761;17009186;521142180;140328184;Milik Sendiri;Cukup;535;2;Renovasi Rumah;11285976;84;Layak
652;61;Laki-laki;Cerai;SMA;3;Sulawesi;PNS;20;6704576;6133285;298697272;62406109;Kontrak;Cukup;847;1;Pendidikan;38028370;60;Tidak Layak
653;41;Perempuan;Lajang;S1;3;Sumatera;Swasta;22;17727924;8416324;749723365;20966921;Sewa;Baik;416;1;Modal Usaha;34520163;36;Layak
654;31;Laki-laki;Lajang;S1;0;Kalimantan;PNS;24;13419089;15142010;370708307;98703664;Milik Sendiri;Cukup;803;1;Konsumtif;47475869;36;Layak
655;30;Laki-laki;Menikah;S2;5;Jawa;PNS;11;;6220140;600262526;;Kontrak;Tidak Ada Riwayat;692;5;Modal Usaha;150912437;48;Layak
656;48;Laki-laki;Menikah;SMP;1;Jawa;Swasta;8;12297717;12692486;264549172;92320883;Sewa;Baik;;5;Modal Usaha;41133212;60;Layak
657;61;Perempuan;Menikah;SMA;4;Jawa;PNS;31;3906663;3180009;411469129;62959523;Milik Sendiri;Baik;823;2;Pendidikan;164826148;48;Layak
658;32;Perempuan;Menikah;SD;5;Jawa;Swasta;23;13997641;5603153;514552264;42806745;Kontrak;Baik;762;1;Investasi;81717033;84;Layak
659;49;Laki-laki;Duda/Janda;D3;0;Jawa;Swasta;23;8991775;7520408;328205217;119696724;Milik Sendiri;Baik;351;2;Pendidikan;193758078;84;Layak
660;58;Laki-laki;Lajang;D3;5;Jawa;Freelance;7;;3844958;130040881;;Kontrak;Tidak Ada Riwayat;621;5;Renovasi Rumah;183244733;36;Tidak Layak
661;39;Laki-laki;Menikah;SMA;0;Jawa;PNS;26;10171504;3797858;783244938;34127448;Kontrak;Cukup;449;5;Modal Usaha;137369754;48;Layak
662;45;Laki-laki;Duda/Janda;SMA;5;Jawa;Swasta;33;3762856;2337721;508232857;125629768;Sewa;Cukup;705;3;Modal Usaha;23540849;36;Tidak Layak
663;43;Laki-laki;Lajang;SD;3;Jawa;Wirausaha;6;7032489;6971082;157936022;43097963;Milik Sendiri;Baik;487;3;Renovasi Rumah;121712626;60;Layak
664;58;Perempuan;Lajang;SMP;0;Jawa;Tidak Bekerja;;447771;500000;515691229;16891983;Sewa;Baik;823;1;Pendidikan;151914666;48;Layak
665;47;Perempuan;Menikah;D3;1;Sulawesi;Swasta;24;14216662;8990705;328904614;;Milik Sendiri;Tidak Ada Riwayat;738;1;Renovasi Rumah;128875190;12;Tidak Layak
666;42;Perempuan;Menikah;S2;5;Kalimantan;Wirausaha;5;9121098;9082849;;;Kontrak;Tidak Ada Riwayat;430;3;Konsumtif;49548124;12;Tidak Layak
667;49;Laki-laki;Menikah;S1;2;Sumatera;Swasta;5;16634651;8978678;402738273;148307997;Menumpang;Cukup;817;5;Modal Usaha;142233056;12;Layak
668;27;Laki-laki;Lajang;SMA;1;Jawa;Wirausaha;9;5026059;3792476;661177033;129796710;Milik Sendiri;Buruk;363;3;Pendidikan;144548932;24;Tidak Layak
669;39;Laki-laki;Menikah;S1;4;Kalimantan;PNS;8;5277417;3987515;508724774;;Sewa;Tidak Ada Riwayat;;1;Modal Usaha;117095988;60;Tidak Layak
670;39;Perempuan;Duda/Janda;SD;5;Sulawesi;Swasta;19;7014144;2108107;125974079;19521298;Milik Sendiri;Baik;665;5;Kesehatan;185055784;12;Layak
671;32;Perempuan;Menikah;SMP;4;Jawa;Freelance;20;12149264;13520749;265670266;6561749;Sewa;Buruk;429;4;Pendidikan;66162611;48;Layak
672;36;Perempuan;Menikah;SMA;4;NTT/NTB;PNS;19;3282551;1968205;258142895;60559400;Sewa;Cukup;733;1;Kesehatan;75471618;12;Tidak Layak
673;41;Laki-laki;Duda/Janda;S1;2;Jawa;Wirausaha;28;11186387;6594769;597183623;57061576;Milik Sendiri;Baik;654;4;Renovasi Rumah;89383547;48;Layak
674;36;Laki-laki;Menikah;SMA;5;Kalimantan;PNS;3;10011916;7066167;227764910;121965176;Sewa;Cukup;666;5;Renovasi Rumah;35100124;12;Tidak Layak
675;20;Perempuan;Menikah;S1;4;Sumatera;Tidak Bekerja;0;174689;500000;4843335;41385726;Kontrak;Baik;441;3;Pendidikan;107156348;12;Tidak Layak
676;24;Laki-laki;Menikah;SMA;5;Jawa;Wirausaha;11;11817843;11116390;56754454;53605526;Sewa;Baik;695;3;Pendidikan;13778235;12;Layak
677;41;Laki-laki;Menikah;SMA;4;Sumatera;PNS;1;13241042;13194195;184859093;25540334;Milik Sendiri;Cukup;394;4;Investasi;170996631;48;Layak
678;48;Laki-laki;Menikah;S1;2;Jawa;Wirausaha;11;15537317;10361037;174038787;50492085;Sewa;Baik;803;2;Renovasi Rumah;76537334;84;Layak
679;63;Perempuan;Menikah;D3;1;Sumatera;Swasta;33;3287152;3896862;543134433;142458280;Sewa;Baik;698;4;Modal Usaha;50884451;36;Layak
680;63;Laki-laki;Duda/Janda;SMA;4;Jawa;Wirausaha;8;12662675;3959637;13259307;6100115;Menumpang;Baik;379;4;Modal Usaha;49048408;48;Layak
681;39;Perempuan;Lajang;D3;0;Jawa;Swasta;11;15556999;9017699;771970539;50265161;Kontrak;Cukup;569;4;Investasi;35398191;12;Layak
682;62;Perempuan;Cerai;S1;0;Sumatera;Wirausaha;2;17882493;20358510;604973302;123306948;Menumpang;Baik;809;2;Modal Usaha;40930850;60;Layak
683;45;Laki-laki;Lajang;SMP;2;Sumatera;Swasta;9;15866585;9546945;215172840;38243388;Sewa;Buruk;395;3;Konsumtif;76052963;12;Tidak Layak
684;25;Laki-laki;Cerai;S1;3;Kalimantan;Freelance;34;11952909;13026501;492119469;1244059;Milik Sendiri;Baik;734;3;Investasi;70217725;36;Layak
685;39;Laki-laki;Cerai;D3;1;Sumatera;PNS;30;6655452;4903046;680762506;81288128;Kontrak;Baik;571;3;Investasi;166062483;84;Layak
686;27;Perempuan;Menikah;D3;0;Sumatera;Freelance;23;7779272;4611275;618928802;139736560;Sewa;Baik;657;3;Renovasi Rumah;87363182;24;Layak
687;60;Perempuan;Menikah;SMA;3;Sulawesi;Freelance;21;14395074;5591273;335183876;91406804;Milik Sendiri;Baik;765;2;Modal Usaha;182500432;84;Layak
688;43;Perempuan;Menikah;SMA;3;Kalimantan;Wirausaha;28;;2579005;492985416;54239824;Milik Sendiri;Buruk;502;5;Konsumtif;69433681;84;Tidak Layak
689;59;Perempuan;Menikah;SMA;3;Sumatera;Swasta;25;11101938;4445822;389437256;46975294;Sewa;Cukup;662;5;Pendidikan;145201542;60;Layak
690;30;Laki-laki;Menikah;SMP;5;Jawa;Tidak Bekerja;0;176075;500000;690221242;65283535;Sewa;Baik;554;1;Modal Usaha;199758196;36;Layak
691;31;Laki-laki;Lajang;S1;1;NTT/NTB;PNS;6;3614271;3504527;48773021;134581069;Menumpang;Cukup;620;2;Renovasi Rumah;160308828;36;Tidak Layak
692;44;Laki-laki;Lajang;S1;0;Kalimantan;Swasta;19;15879667;13431944;21507141;99016316;Milik Sendiri;Baik;397;2;Modal Usaha;104632003;12;Layak
693;24;Perempuan;Lajang;SMA;2;Sumatera;Swasta;9;9550047;10887930;474112480;55814337;Sewa;Cukup;824;1;Renovasi Rumah;107643836;12;Layak
694;52;Laki-laki;Menikah;D3;4;Jawa;Tidak Bekerja;0;175141;500000;429936112;;Milik Sendiri;Tidak Ada Riwayat;678;2;Renovasi Rumah;151742947;60;Tidak Layak
695;44;Laki-laki;Menikah;S1;1;Sumatera;PNS;24;13341496;11589690;577307840;80351956;Kontrak;Cukup;799;1;Pendidikan;167413254;48;Layak
696;19;Perempuan;Lajang;SMA;2;Kalimantan;Freelance;2;;6886353;548599081;;Kontrak;Tidak Ada Riwayat;804;4;Modal Usaha;41008413;60;Layak
697;35;Perempuan;Menikah;SMA;1;Sulawesi;Freelance;30;7941729;5558965;205619177;55170170;Milik Sendiri;Buruk;363;5;Pendidikan;159338855;24;Tidak Layak
698;50;Perempuan;Cerai;D3;0;NTT/NTB;PNS;18;10935695;10549670;86848299;43064952;Milik Sendiri;Cukup;;3;Kesehatan;168432471;84;Tidak Layak
699;55;Perempuan;Lajang;SMP;1;Jawa;Swasta;23;7753796;5389136;;;Kontrak;Tidak Ada Riwayat;586;5;Modal Usaha;9455409;60;Tidak Layak
700;52;Laki-laki;Menikah;S1;0;Kalimantan;Freelance;23;8861175;3328453;348148405;92563127;Milik Sendiri;Baik;445;1;Modal Usaha;148224536;84;Layak
701;26;Laki-laki;Cerai;SMP;0;Kalimantan;Wirausaha;24;8285559;6367036;413441406;94508373;Sewa;Cukup;464;4;Renovasi Rumah;66383289;24;Tidak Layak
702;48;Laki-laki;Lajang;SD;1;Kalimantan;Swasta;6;9950867;8187073;692774397;8990524;Sewa;Cukup;713;2;Kesehatan;154490855;24;Layak
703;28;Perempuan;Menikah;SMA;0;Jawa;Swasta;23;6657072;4374937;274527615;55947010;Menumpang;Cukup;394;1;Kesehatan;155365875;48;Tidak Layak
704;23;Perempuan;Menikah;D3;3;Kalimantan;Tidak Bekerja;;499167;540956;549049776;29752574;Kontrak;Baik;514;1;Modal Usaha;71287950;60;Layak
705;64;Laki-laki;Lajang;SD;3;Jawa;Wirausaha;19;11288320;12025219;618590540;;Sewa;Tidak Ada Riwayat;384;4;Kesehatan;15401556;48;Layak
706;53;Laki-laki;Duda/Janda;SMA;2;Jawa;Tidak Bekerja;0;410724;500000;351128488;92254237;Kontrak;Baik;752;2;Investasi;118823499;48;Layak
707;50;Laki-laki;Menikah;SMP;4;Jawa;PNS;23;8148040;3388476;293846528;58018475;Kontrak;Baik;535;5;Modal Usaha;187028702;24;Layak
708;46;Laki-laki;Menikah;SD;3;Jawa;Swasta;17;13347626;13980937;333529828;84907422;Milik Sendiri;Baik;705;5;Modal Usaha;139228565;12;Layak
709;20;Perempuan;Menikah;S1;5;Jawa;PNS;27;6550298;5579436;719502016;79733644;Kontrak;Buruk;693;1;Investasi;76979449;12;Tidak Layak
710;20;Laki-laki;Cerai;S1;5;Sumatera;Swasta;29;10812988;6663297;476497303;49731417;Milik Sendiri;Buruk;614;5;Konsumtif;140294134;48;Layak
711;62;Laki-laki;Menikah;SMA;4;Sulawesi;PNS;25;14072908;6066217;351401040;6171541;Sewa;Cukup;745;2;Renovasi Rumah;26388034;60;Layak
712;48;Laki-laki;Lajang;SMP;5;Sulawesi;PNS;22;5321195;4222829;661977427;107056435;Sewa;Baik;300;5;Konsumtif;28297843;24;Layak
713;47;Perempuan;Lajang;D3;5;Jawa;Swasta;25;8287961;7109984;267115200;67270247;Milik Sendiri;Cukup;436;2;Modal Usaha;53425693;48;Tidak Layak
714;53;Perempuan;Menikah;SMA;4;Sulawesi;PNS;23;13013660;10606538;437505750;133051282;Sewa;Baik;418;3;Renovasi Rumah;69310505;36;Layak
715;63;Laki-laki;Menikah;SMP;4;Jawa;Wirausaha;26;6790720;3948930;34335145;66892215;Kontrak;Cukup;582;4;Investasi;106312846;60;Tidak Layak
716;58;Laki-laki;Menikah;SMP;2;NTT/NTB;PNS;27;11288598;13193693;675618116;131634751;Kontrak;Buruk;420;3;Konsumtif;28272480;60;Tidak Layak
717;36;Perempuan;Lajang;SMP;5;Jawa;PNS;11;11966173;4375792;502820699;94752369;Milik Sendiri;Baik;644;3;Modal Usaha;85415299;24;Layak
718;54;Laki-laki;Menikah;SMA;1;Jawa;Wirausaha;8;16714559;12631908;236654765;34510587;Milik Sendiri;Cukup;411;2;Modal Usaha;103844984;48;Layak
719;63;Perempuan;Cerai;SMA;0;Jawa;Swasta;12;10352414;7594171;33486255;137048471;Kontrak;Baik;486;5;Modal Usaha;199139707;60;Layak
720;25;Laki-laki;Duda/Janda;SMA;0;Jawa;Swasta;16;17052169;10072420;335377161;72296124;Sewa;Cukup;457;5;Kesehatan;138457991;60;Layak
721;59;Laki-laki;Menikah;D3;2;Jawa;Wirausaha;4;9970374;9301128;740700620;66704990;Milik Sendiri;Baik;787;1;Konsumtif;67846881;24;Layak
722;54;LAKI-LAKI;Menikah;D3;3;Jawa;Swasta;2;5088506;5230799;272283910;116605308;Milik Sendiri;Baik;568;4;Renovasi Rumah;196031444;48;Layak
723;51;Perempuan;Lajang;S1;4;Kalimantan;PNS;30;5438654;5463509;134052860;127921668;Milik Sendiri;Cukup;725;3;Renovasi Rumah;88208843;48;Tidak Layak
724;32;Laki-laki;Duda/Janda;S1;4;Kalimantan;Tidak Bekerja;;111261;500000;348465787;81693404;Sewa;Cukup;820;1;Konsumtif;90580711;24;Tidak Layak
725;21;Laki-laki;Menikah;S1;1;Jawa;Swasta;32;4515954;1367896;54440069;124062193;Kontrak;Cukup;579;4;Renovasi Rumah;112317785;24;Tidak Layak
726;36;Perempuan;Lajang;S2;2;Jaawa;Swasta;27;9614303;11175205;286196793;77917522;Milik Sendiri;Baik;495;5;Modal Usaha;46792588;84;Layak
727;53;Perempuan;Menikah;S1;5;Bali;Wirausaha;10;16974618;16564258;223441172;99333963;Sewa;Buruk;706;4;Renovasi Rumah;165144642;12;Layak
728;51;Perempuan;Duda/Janda;D3;0;Sumatera;Wirausaha;9;6570538;4703953;425356686;27654441;Milik Sendiri;Baik;627;2;Renovasi Rumah;51227205;84;Layak
729;52;Perempuan;Lajang;S1;5;Kalimantan;Wirausaha;22;1718349;1377519;753708178;140921847;Sewa;Cukup;;5;Pendidikan;53204992;12;Tidak Layak
730;31;Laki-laki;Lajang;S1;1;Sumatera;PNS;10;13967512;15610112;754426535;54951352;Menumpang;Buruk;386;3;Modal Usaha;78713052;36;Layak
731;22;Perempuan;Duda/Janda;S1;1;Sumatera;PNS;19;9190702;10934358;774861157;24986944;Sewa;Baik;845;1;Renovasi Rumah;152126455;84;Layak
732;58;Perempuan;Menikah;D3;4;Jawa;Swasta;4;15897729;6280213;639082312;64283375;Milik Sendiri;Tidak Ada Riwayat;305;4;Renovasi Rumah;185935328;48;Layak
733;63;Perempuan;Menikah;S2;0;Sulawesi;Wirausaha;30;8786504;5216991;241449233;;Milik Sendiri;Tidak Ada Riwayat;449;1;Kesehatan;153527191;84;Tidak Layak
734;61;Perempuan;Lajang;S1;0;Sulawesi;Swasta;2;10411085;9603664;33992770;132969663;Kontrak;Baik;517;3;Investasi;104688173;60;Layak
735;46;Perempuan;Menikah;S1;4;Sumatera;PNS;1;4389046;5046513;353939166;132190859;Milik Sendiri;Cukup;312;1;Modal Usaha;177170499;36;Tidak Layak
736;27;Laki-laki;Lajang;SD;5;Jawa;Swasta;34;12292867;6661821;227154999;5285425;Milik Sendiri;Baik;616;1;Kesehatan;75337304;24;Layak
737;38;Perempuan;Cerai;SMA;2;Sumatera;Swasta;26;5819129;3694393;97010878;59996773;Sewa;Baik;415;4;Modal Usaha;22372973;12;Layak
738;46;Laki-laki;Duda/Janda;S1;5;Jawa;Tidak Bekerja;0;178701;500000;11336097;81153045;Milik Sendiri;Buruk;439;3;Renovasi Rumah;148107150;12;Tidak Layak
739;57;Laki-laki;Menikah;SMA;0;Jawa;Wirausaha;11;13179001;13016354;115815748;108501792;Milik Sendiri;Baik;758;2;Konsumtif;163094197;24;Layak
740;46;Laki-laki;Menikah;SMA;3;Sumatera;Tidak Bekerja;;433713;500000;777618457;131311112;Kontrak;Cukup;744;4;Konsumtif;135711422;60;Tidak Layak
741;38;Laki-laki;Lajang;SMA;4;Sulawesi;Wirausaha;31;13631362;14573032;368484050;50758137;Kontrak;Tidak Ada Riwayat;428;4;Konsumtif;174540965;12;Layak
742;48;Laki-laki;Menikah;SMA;0;Jawa;Tidak Bekerja;;476858;567005;133345817;79124807;Menumpang;Cukup;645;5;Modal Usaha;11525363;36;Tidak Layak
743;48;Perempuan;Duda/Janda;SMA;4;Sumatera;PNS;11;6508828;4047225;89899069;67595111;Sewa;Baik;641;4;Modal Usaha;179827816;12;Layak
744;49;Laki-laki;Menikah;S1;4;Jawa;Swasta;1;15058135;13856276;20545282;;Milik Sendiri;Tidak Ada Riwayat;693;1;Modal Usaha;51614304;36;Tidak Layak
745;33;Perempuan;Lajang;SMA;1;Sulawesi;PNS;28;10698089;7251112;496338252;117292013;Kontrak;Buruk;353;1;Renovasi Rumah;36643870;48;Tidak Layak
746;45;Laki-laki;Lajang;SMP;1;Kalimantan;Swasta;24;10654554;6152674;343084349;34005473;Kontrak;Tidak Ada Riwayat;613;2;Modal Usaha;18091282;84;Tidak Layak
747;55;Perempuan;Menikah;S2;2;Jawa;Tidak Bekerja;;328153;500000;338119153;114015770;Menumpang;Buruk;459;5;Renovasi Rumah;50881719;12;Tidak Layak
748;19;Perempuan;Menikah;S1;2;Sumatera;Tidak Bekerja;;77643;500000;772367464;72610720;Milik Sendiri;Cukup;711;1;Modal Usaha;170171718;84;Layak
749;19;Laki-laki;Menikah;SMA;5;Bali;Swasta;1;14170550;14410484;656935739;147911014;Sewa;Baik;392;5;Renovasi Rumah;30295396;12;Layak
750;24;Laki-laki;Lajang;S2;3;Jawa;Wirausaha;5;3730474;3441594;585655541;3969576;Milik Sendiri;Cukup;;3;Renovasi Rumah;178887754;60;Layak
751;64;Laki-laki;Menikah;SMA;3;Jawa;Wirausaha;34;13503084;5888693;713372240;112975764;Milik Sendiri;Cukup;609;1;Renovasi Rumah;87607921;24;Layak
752;49;Perempuan;Duda/Janda;S1;3;NTT/NTB;Wirausaha;6;6895340;3280124;467072838;93142564;Milik Sendiri;Buruk;394;4;Kesehatan;191160768;84;Tidak Layak
753;57;Laki-laki;Menikah;SMA;3;Sumatera;Wirausaha;3;8700230;9280433;411873812;78555680;Milik Sendiri;Baik;367;5;Modal Usaha;172909934;84;Layak
754;41;Laki-laki;Lajang;SMP;0;Sumatera;PNS;29;14127113;13492761;681634351;;Milik Sendiri;Tidak Ada Riwayat;;2;Renovasi Rumah;7138997;48;Layak
755;44;Perempuan;Lajang;D3;3;Jawa;Wirausaha;3;11827279;11009374;59177608;17774995;Milik Sendiri;Baik;830;2;Investasi;99882367;84;Layak
756;62;Perempuan;Menikah;SMA;0;NTT/NTB;Freelance;21;5211985;2237019;;5175303;Sewa;Baik;821;5;Renovasi Rumah;151857343;60;Layak
757;35;Laki-laki;Menikah;S1;4;Sumatera;Wirausaha;18;12365250;8204398;106621636;50555306;Kontrak;Baik;350;5;Modal Usaha;188932661;84;Layak
758;55;Perempuan;Menikah;SMA;2;NTT/NTB;Swasta;1;11973970;9578006;201978013;87950375;Sewa;Cukup;380;5;Renovasi Rumah;171103443;48;Layak
759;51;Laki-laki;Lajang;D3;0;Jawa;Wirausaha;33;8943193;10404191;119417794;136805734;Milik Sendiri;Cukup;838;1;Modal Usaha;76212475;84;Tidak Layak
760;47;Laki-laki;Lajang;S1;3;Jawa;Swasta;9;17802297;6821335;664858770;133687634;Milik Sendiri;Cukup;782;3;Konsumtif;124188276;36;Layak
761;36;Perempuan;Lajang;S1;0;jawa;Wirausaha;3;5227040;2705559;416979641;86873685;Milik Sendiri;Buruk;408;2;Renovasi Rumah;190116402;48;Tidak Layak
762;19;Laki-laki;Menikah;SMP;2;Jawa;Swasta;23;3299765;3136736;237189326;116900331;Kontrak;Baik;653;3;Modal Usaha;159126499;36;Layak
763;48;Laki-laki;Menikah;S1;3;Sumatera;Swasta;20;8227843;4708030;21918066;141688699;Milik Sendiri;Cukup;782;4;Renovasi Rumah;158373323;36;Tidak Layak
764;25;Perempuan;Lajang;SMA;3;Kalimantan;Wirausaha;16;16053038;12430844;690340084;47055750;Sewa;Baik;491;3;Investasi;152047070;12;Layak
765;43;Perempuan;Menikah;SMA;4;Kalimantan;Tidak Bekerja;;198251;500000;798818250;110767452;Milik Sendiri;Baik;776;4;Investasi;87066436;60;Layak
766;63;Laki-laki;Lajang;D3;4;Kalimantan;Wirausaha;9;3239479;1424126;368948183;113017254;Sewa;Tidak Ada Riwayat;480;3;Pendidikan;142381120;12;Tidak Layak
767;36;Perempuan;Lajang;SMA;0;Sumatera;Freelance;6;11962089;11763042;136828932;61735556;Milik Sendiri;Tidak Ada Riwayat;507;5;Renovasi Rumah;80303659;24;Tidak Layak
768;47;Perempuan;Menikah;SMA;1;Kalimantan;PNS;3;14172693;8662772;324789737;50534270;Menumpang;Buruk;386;1;Renovasi Rumah;77656748;84;Layak
769;38;Laki-laki;Menikah;D3;3;Sumatera;PNS;27;4297557;2584254;645126689;41867814;Milik Sendiri;Baik;480;4;Renovasi Rumah;186465935;12;Layak
770;63;Perempuan;Duda/Janda;D3;4;Sumatera;Wirausaha;26;1586231;1658837;658310276;103530099;Milik Sendiri;Tidak Ada Riwayat;804;1;Konsumtif;164271319;12;Tidak Layak
771;39;Perempuan;Lajang;S1;3;Bali;Swasta;32;3901036;1907566;77274218;53280327;Menumpang;Buruk;442;2;Renovasi Rumah;72884890;24;Tidak Layak
772;50;Laki-laki;Lajang;D3;4;Kalimantan;Freelance;21;5966877;6700733;424400099;60451211;Milik Sendiri;Cukup;662;2;Modal Usaha;199125383;36;Layak
773;19;Perempuan;Lajang;D3;3;Sumatera;Swasta;10;3918691;2053167;269853022;19517546;Milik Sendiri;Baik;719;3;Investasi;182291612;12;Layak
774;25;Perempuan;Lajang;S1;4;Jawa;Tidak Bekerja;0;357240;500000;;;Menumpang;Tidak Ada Riwayat;602;4;Modal Usaha;90457197;24;Tidak Layak
775;20;Laki-laki;Menikah;S2;4;Jawa;Wirausaha;26;6344904;3526483;;69088898;Menumpang;Baik;449;3;Modal Usaha;172692300;12;Layak
776;22;Perempuan;Duda/Janda;S1;4;NTT/NTB;Freelance;30;14991855;12369310;500187949;148309384;Sewa;Baik;494;5;Investasi;6471479;24;Layak
777;47;Perempuan;Duda/Janda;D3;3;Kalimantan;Swasta;8;13946491;6172102;151157928;144890262;Milik Sendiri;Baik;803;4;Modal Usaha;77946310;12;Layak
778;44;Laki-laki;Menikah;SD;4;Sumatera;Wirausaha;7;16106032;7479590;794611118;;Kontrak;Tidak Ada Riwayat;322;2;Investasi;148226914;12;Layak
779;38;Laki-laki;Lajang;SMP;5;Sumatera;Swasta;8;5499741;2680657;133433869;118257842;Milik Sendiri;Buruk;569;3;Renovasi Rumah;14629684;84;Tidak Layak
780;54;Laki-laki;Lajang;D3;5;Kalimantan;Tidak Bekerja;0;257569;500000;213228180;49545026;Sewa;Buruk;553;3;Renovasi Rumah;20633211;12;Tidak Layak
781;28;Laki-laki;Menikah;SD;2;Sulawesi;Swasta;9;11872276;9878455;695164866;116851235;Sewa;Baik;338;5;Renovasi Rumah;134993579;36;Layak
782;34;Laki-laki;Lajang;SMA;1;Bali;PNS;2;13223543;15658768;296915982;61602078;Milik Sendiri;Buruk;812;5;Renovasi Rumah;108355893;12;Layak
783;52;Perempuan;Menikah;SMA;5;Jawa;Swasta;9;15029131;15891252;169557652;6315341;Sewa;Baik;761;5;Modal Usaha;145777361;48;Layak
784;55;Perempuan;Lajang;S1;2;Kalimantan;Swasta;20;13009882;9173349;481307861;102460699;Menumpang;Cukup;817;2;Modal Usaha;193718149;84;Layak
785;52;Laki-laki;Lajang;SMA;2;Kalimantan;PNS;2;4315896;2577114;283734095;121658223;Milik Sendiri;Buruk;795;1;Modal Usaha;153534554;48;Tidak Layak
786;34;Perempuan;Lajang;SMA;5;Bali;Swasta;3;8910396;6122035;5644238;36841047;Milik Sendiri;Buruk;783;3;Investasi;121848492;60;Tidak Layak
787;57;Laki-laki;Menikah;D3;1;Jawa;Wirausaha;24;17533527;12252291;541849704;143160264;Milik Sendiri;Baik;467;1;Konsumtif;164209313;36;Layak
788;44;Perempuan;Cerai;D3;4;Bali;Wirausaha;28;4919759;5114188;487331367;147247593;Sewa;Cukup;410;2;Investasi;64596172;84;Tidak Layak
789;53;Laki-laki;Lajang;S1;2;Jawa;Swasta;5;7274645;3296919;78033799;27077385;Milik Sendiri;Baik;467;5;Pendidikan;14309121;60;Layak
790;38;Perempuan;Menikah;SMA;4;Kalimantan;Freelance;19;4367383;2145910;109673434;148281127;Kontrak;Baik;301;2;Renovasi Rumah;132530433;48;Tidak Layak
791;58;Laki-laki;Lajang;D3;3;Sumatera;Wirausaha;25;17018609;7996999;154506923;73980984;Milik Sendiri;Cukup;379;2;Investasi;46502564;36;Layak
792;51;Perempuan;Lajang;SD;1;Jawa;Wirausaha;9;11555055;7637260;80181957;105048556;Milik Sendiri;Baik;532;4;Pendidikan;24921505;24;Layak
793;53;Perempuan;Menikah;SMA;3;Jawa;Wirausaha;10;16873530;16151051;426341605;91695179;Milik Sendiri;Baik;;3;Konsumtif;136447518;84;Layak
794;63;Perempuan;Lajang;SMA;1;Sumatera;PNS;9;11166935;4021175;715217286;28225836;Milik Sendiri;Baik;310;1;Modal Usaha;50729321;12;Layak
795;50;Perempuan;Menikah;D3;4;Jawa;Swasta;31;14516910;14173906;40080261;9263700;Milik Sendiri;Tidak Ada Riwayat;607;5;Pendidikan;89985329;84;Layak
796;61;Laki-laki;Menikah;D3;5;Kalimantan;PNS;21;9810851;9639864;762318067;107933593;Sewa;Cukup;542;2;Konsumtif;79329448;12;Layak
797;19;Perempuan;Menikah;S1;2;Sumatera;Swasta;15;15555525;15860604;630275809;133583666;Milik Sendiri;Buruk;551;4;Investasi;167426149;60;Layak
